UIK.RAW	UIK	VOTERS	BALL.RECEIVED	BALL.ISS.PRELIMINARY	BALL.ISS.UIK.DAYOFVOTE	BALL.ISS.EXTRA	BALL.CANCELLED	BALL.PORTABLE_BOXES	BALL.STATIONARY_BOXES	BALL.INVALID	BALL.VALID	BALL.LOST	BALL.NOT.RECORDED	TIK	BABURIN	BABURIN.pct	GRUDININ	GRUDININ.pct	ZHIRINOVSKI	ZHIRINOVSKI.pct	PUTIN	PUTIN.pct	SOBCHAK	SOBCHAK.pct	SURAIKIN	SURAIKIN.pct	TITOV	TITOV.pct	YAVLINSKI	YAVLINSKI.pct
УИК №1696	1696	2444	2000	0	1505	34	461	34	1503	21	1516	0	0	8	11	0.72%	144	9.37%	62	4.03%	1164	75.73%	50	3.25%	7	0.46%	24	1.56%	54	3.51%
УИК №1697	1697	2060	2000	0	1255	27	718	27	1254	13	1268	0	0	8	6	0.47%	148	11.55%	59	4.61%	957	74.71%	40	3.12%	20	1.56%	17	1.33%	21	1.64%
УИК №1698	1698	2108	2000	0	1344	38	618	38	1344	20	1362	0	0	8	14	1.01%	111	8.03%	60	4.34%	1078	78.00%	45	3.26%	11	0.80%	22	1.59%	21	1.52%
УИК №1699	1699	3482	3500	0	2505	15	980	15	2505	32	2488	0	0	8	19	0.75%	200	7.94%	73	2.90%	2078	82.46%	49	1.94%	5	0.20%	25	0.99%	39	1.55%
УИК №1700	1700	3235	3000	0	2069	38	893	38	2067	23	2082	0	0	8	12	0.57%	197	9.36%	85	4.04%	1633	77.58%	62	2.95%	22	1.05%	31	1.47%	40	1.90%
УИК №1701	1701	2129	2000	0	1193	33	774	33	1192	24	1201	0	0	8	6	0.49%	206	16.82%	46	3.76%	729	59.51%	131	10.69%	6	0.49%	28	2.29%	49	4.00%
УИК №1702	1702	400	400	0	365	35	0	35	365	5	395	0	0	8	3	0.75%	27	6.75%	25	6.25%	305	76.25%	16	4.00%	2	0.50%	4	1.00%	13	3.25%
УИК №1706	1706	2491	2000	0	1462	38	500	38	1461	9	1490	0	0	8	16	1.07%	155	10.34%	70	4.67%	1115	74.38%	58	3.87%	16	1.07%	16	1.07%	44	2.94%
УИК №1707	1707	716	600	0	422	8	170	8	422	1	429	0	0	8	3	0.70%	43	10.00%	19	4.42%	344	80.00%	12	2.79%	1	0.23%	3	0.70%	4	0.93%
УИК №1708	1708	3039	3000	0	1843	46	1111	46	1841	20	1867	0	0	8	20	1.06%	176	9.33%	81	4.29%	1466	77.69%	52	2.76%	10	0.53%	20	1.06%	42	2.23%
УИК №1709	1709	1381	1500	0	843	19	638	19	843	10	852	0	0	8	8	0.93%	106	12.30%	32	3.71%	651	75.52%	24	2.78%	8	0.93%	8	0.93%	15	1.74%
УИК №1710	1710	1216	1000	0	696	22	282	22	696	8	710	0	0	8	5	0.70%	57	7.94%	22	3.06%	588	81.89%	13	1.81%	8	1.11%	6	0.84%	11	1.53%
УИК №1711	1711	1516	1500	0	923	17	560	17	923	9	931	0	0	8	5	0.53%	89	9.47%	42	4.47%	746	79.36%	24	2.55%	6	0.64%	5	0.53%	14	1.49%
УИК №1712	1712	1911	2000	0	1400	23	577	23	1398	16	1405	0	0	8	15	1.06%	138	9.71%	71	4.99%	1078	75.86%	44	3.10%	10	0.70%	19	1.34%	30	2.11%
УИК №1713	1713	1859	2000	0	1203	18	779	18	1202	19	1201	0	0	8	8	0.66%	91	7.46%	65	5.33%	959	78.61%	24	1.97%	11	0.90%	13	1.07%	30	2.46%
УИК №1714	1714	1654	1500	0	993	34	473	34	993	9	1018	0	0	8	12	1.17%	96	9.35%	45	4.38%	800	77.90%	26	2.53%	9	0.88%	10	0.97%	20	1.95%
УИК №1715	1715	1084	1000	0	763	16	221	16	763	9	770	0	0	8	9	1.16%	63	8.09%	44	5.65%	616	79.08%	11	1.41%	5	0.64%	6	0.77%	16	2.05%
УИК №1716	1716	1515	1500	0	901	36	563	36	900	11	925	0	0	8	5	0.53%	94	10.04%	48	5.13%	711	75.96%	21	2.24%	10	1.07%	7	0.75%	29	3.10%
УИК №1717	1717	1367	1300	0	813	27	460	27	813	12	828	0	0	8	11	1.31%	86	10.24%	39	4.64%	634	75.48%	24	2.86%	6	0.71%	9	1.07%	19	2.26%
УИК №1718	1718	2491	2500	0	1565	33	902	33	1564	14	1583	0	0	8	11	0.69%	122	7.64%	88	5.51%	1263	79.09%	39	2.44%	21	1.31%	19	1.19%	20	1.25%
УИК №1719	1719	1403	1500	0	949	11	540	11	949	5	955	0	0	8	5	0.52%	77	8.02%	56	5.83%	756	78.75%	31	3.23%	10	1.04%	11	1.15%	9	0.94%
УИК №1720	1720	1456	1500	0	930	16	554	16	930	14	932	0	0	8	9	0.95%	78	8.25%	43	4.55%	756	79.92%	15	1.59%	7	0.74%	10	1.06%	14	1.48%
УИК №1721	1721	1408	1400	0	850	15	535	15	847	9	853	0	0	8	7	0.81%	73	8.47%	42	4.87%	686	79.58%	19	2.20%	4	0.46%	10	1.16%	12	1.39%
УИК №1722	1722	1606	1500	0	972	13	515	13	972	11	974	0	0	8	11	1.12%	72	7.31%	54	5.48%	782	79.39%	19	1.93%	3	0.30%	7	0.71%	26	2.64%
УИК №1723	1723	775	800	0	599	19	182	19	599	11	607	0	0	8	3	0.49%	62	10.03%	30	4.85%	466	75.40%	17	2.75%	4	0.65%	10	1.62%	15	2.43%
УИК №1793	1793	1803	1600	0	1178	35	387	35	1178	10	1203	0	0	9	11	0.91%	109	8.99%	49	4.04%	882	72.71%	61	5.03%	16	1.32%	19	1.57%	56	4.62%
УИК №1794	1794	2134	2000	0	1415	29	556	29	1408	13	1424	0	0	9	17	1.18%	84	5.85%	33	2.30%	1161	80.79%	39	2.71%	8	0.56%	29	2.02%	53	3.69%
УИК №1795	1795	1583	1500	0	915	41	544	41	904	18	927	0	0	9	7	0.74%	59	6.24%	26	2.75%	748	79.15%	36	3.81%	11	1.16%	18	1.90%	22	2.33%
УИК №1796	1796	1295	1100	0	785	58	257	58	758	14	802	0	0	9	7	0.86%	68	8.33%	12	1.47%	626	76.72%	33	4.04%	2	0.25%	17	2.08%	37	4.53%
УИК №1797	1797	1608	1500	0	1158	67	275	67	1151	14	1204	0	0	9	14	1.15%	115	9.44%	37	3.04%	900	73.89%	46	3.78%	14	1.15%	13	1.07%	65	5.34%
УИК №1798	1798	1792	2000	0	1480	71	449	71	1478	19	1530	0	0	9	16	1.03%	108	6.97%	31	2.00%	1211	78.18%	69	4.45%	3	0.19%	27	1.74%	65	4.20%
УИК №1799	1799	1572	1500	0	965	106	429	106	945	12	1039	0	0	9	13	1.24%	50	4.76%	22	2.09%	881	83.82%	17	1.62%	8	0.76%	16	1.52%	32	3.04%
УИК №1800	1800	1836	2000	0	1221	113	666	113	1219	19	1313	0	0	9	10	0.75%	129	9.68%	41	3.08%	919	68.99%	86	6.46%	13	0.98%	33	2.48%	82	6.16%
УИК №1801	1801	1883	2000	0	1184	68	748	68	1154	18	1204	0	0	9	13	1.06%	116	9.49%	57	4.66%	835	68.33%	88	7.20%	10	0.82%	18	1.47%	67	5.48%
УИК №1802	1802	2210	2000	0	1333	61	606	61	1330	14	1377	0	0	9	16	1.15%	107	7.69%	58	4.17%	1056	75.92%	59	4.24%	12	0.86%	24	1.73%	45	3.24%
УИК №1803	1803	2337	2500	0	1513	29	958	29	1511	18	1522	0	0	9	20	1.30%	133	8.64%	86	5.58%	1092	70.91%	83	5.39%	9	0.58%	22	1.43%	77	5.00%
УИК №1804	1804	2120	2000	0	1244	35	721	35	1237	33	1239	0	0	9	9	0.71%	116	9.12%	41	3.22%	919	72.25%	64	5.03%	12	0.94%	26	2.04%	52	4.09%
УИК №1805	1805	2064	2500	0	1336	83	1081	83	1336	24	1395	0	0	9	17	1.20%	123	8.67%	55	3.88%	1050	73.99%	55	3.88%	4	0.28%	33	2.33%	58	4.09%
УИК №1806	1806	1689	1500	0	1151	78	271	78	1147	16	1209	0	0	9	22	1.80%	119	9.71%	29	2.37%	861	70.29%	83	6.78%	7	0.57%	24	1.96%	64	5.22%
УИК №1807	1807	2320	2500	0	1629	59	812	59	1625	14	1670	0	0	9	14	0.83%	135	8.02%	45	2.67%	1254	74.47%	101	5.99%	5	0.30%	37	2.20%	79	4.69%
УИК №1808	1808	2198	2000	0	1544	83	373	83	1542	8	1617	0	0	9	10	0.62%	128	7.88%	51	3.14%	1243	76.49%	69	4.25%	9	0.55%	45	2.77%	62	3.82%
УИК №1809	1809	1367	1500	0	930	21	549	21	930	8	943	0	0	9	15	1.58%	111	11.67%	34	3.58%	652	68.56%	60	6.31%	10	1.05%	25	2.63%	36	3.79%
УИК №1810	1810	2358	2000	0	1488	18	494	18	1469	15	1472	0	0	9	15	1.01%	142	9.55%	45	3.03%	1048	70.48%	113	7.60%	10	0.67%	33	2.22%	66	4.44%
УИК №1812	1812	2408	2500	0	1440	17	1043	17	1440	11	1446	0	0	9	8	0.55%	105	7.21%	58	3.98%	1083	74.33%	74	5.08%	7	0.48%	28	1.92%	83	5.70%
УИК №1813	1813	2261	2500	0	1457	29	1014	29	1457	15	1471	0	0	9	10	0.67%	141	9.49%	43	2.89%	1130	76.04%	78	5.25%	8	0.54%	25	1.68%	36	2.42%
УИК №1814	1814	1862	2000	0	1078	31	891	31	1075	9	1097	0	0	9	15	1.36%	109	9.86%	37	3.35%	822	74.32%	54	4.88%	6	0.54%	13	1.18%	41	3.71%
УИК №1815	1815	1625	1500	0	1010	12	478	12	993	62	943	0	0	9	6	0.60%	89	8.86%	37	3.68%	687	68.36%	60	5.97%	3	0.30%	8	0.80%	53	5.27%
УИК №1816	1816	1743	1500	0	1055	26	419	26	1055	16	1065	0	0	9	17	1.57%	89	8.23%	28	2.59%	813	75.21%	52	4.81%	4	0.37%	18	1.67%	44	4.07%
УИК №1817	1817	1896	2000	0	1140	17	843	17	1140	5	1152	0	0	9	12	1.04%	123	10.63%	49	4.24%	843	72.86%	57	4.93%	9	0.78%	22	1.90%	37	3.20%
УИК №1818	1818	1290	1100	0	913	13	174	13	912	13	912	0	0	9	10	1.08%	103	11.14%	33	3.57%	694	75.03%	26	2.81%	5	0.54%	19	2.05%	22	2.38%
УИК №1819	1819	2077	2000	0	1345	21	634	21	1343	9	1355	0	0	9	17	1.25%	118	8.65%	50	3.67%	1033	75.73%	72	5.28%	11	0.81%	12	0.88%	42	3.08%
УИК №1820	1820	1304	1500	0	949	55	496	55	944	15	984	0	0	9	9	0.90%	105	10.51%	20	2.00%	754	75.48%	41	4.10%	6	0.60%	24	2.40%	25	2.50%
УИК №1821	1821	2538	2000	0	1373	18	609	18	1370	17	1371	0	0	9	11	0.79%	120	8.65%	57	4.11%	1053	75.86%	49	3.53%	4	0.29%	23	1.66%	54	3.89%
УИК №1822	1822	1898	2000	0	1249	13	738	13	1247	8	1252	0	0	9	9	0.71%	112	8.89%	43	3.41%	947	75.16%	65	5.16%	17	1.35%	16	1.27%	43	3.41%
УИК №1823	1823	1979	2000	0	1295	33	672	33	1294	13	1314	0	0	9	13	0.98%	125	9.42%	52	3.92%	986	74.30%	58	4.37%	8	0.60%	24	1.81%	48	3.62%
УИК №1824	1824	1998	2000	0	1232	10	758	10	1232	13	1229	0	0	9	8	0.64%	101	8.13%	41	3.30%	944	76.01%	54	4.35%	6	0.48%	24	1.93%	51	4.11%
УИК №1825	1825	2152	2000	0	1223	19	758	19	1222	20	1221	0	0	9	13	1.05%	102	8.22%	50	4.03%	953	76.79%	49	3.95%	9	0.73%	14	1.13%	31	2.50%
УИК №1826	1826	1816	1500	0	1000	20	480	20	1000	11	1009	0	0	9	8	0.78%	89	8.73%	35	3.43%	762	74.71%	56	5.49%	4	0.39%	28	2.75%	27	2.65%
УИК №1827	1827	2138	2000	0	1450	6	544	6	1446	22	1430	0	0	9	19	1.31%	125	8.61%	65	4.48%	1067	73.48%	52	3.58%	13	0.90%	22	1.52%	67	4.61%
УИК №1828	1828	2038	2000	0	1343	44	613	44	1343	13	1374	0	0	9	14	1.01%	108	7.79%	49	3.53%	1055	76.06%	53	3.82%	19	1.37%	22	1.59%	54	3.89%
УИК №1829	1829	1272	1100	0	803	16	281	16	802	8	810	0	0	9	9	1.10%	61	7.46%	26	3.18%	594	72.62%	53	6.48%	2	0.24%	32	3.91%	33	4.03%
УИК №1830	1830	988	1000	0	654	68	278	66	650	8	708	0	0	9	7	0.98%	52	7.26%	30	4.19%	576	80.45%	12	1.68%	4	0.56%	14	1.96%	13	1.82%
УИК №1831	1831	1866	2000	0	1253	59	688	59	1253	15	1297	0	0	9	10	0.76%	137	10.44%	54	4.12%	984	75.00%	49	3.73%	2	0.15%	24	1.83%	37	2.82%
УИК №1832	1832	1955	2000	0	1223	66	711	66	1220	12	1274	0	0	9	7	0.54%	115	8.94%	40	3.11%	988	76.83%	51	3.97%	6	0.47%	22	1.71%	45	3.50%
УИК №1833	1833	1428	1500	0	897	20	583	20	891	9	902	0	0	9	5	0.55%	77	8.45%	36	3.95%	698	76.62%	39	4.28%	5	0.55%	10	1.10%	32	3.51%
УИК №1834	1834	1530	1500	0	1076	19	405	19	1074	13	1080	0	0	9	9	0.82%	96	8.78%	25	2.29%	836	76.49%	45	4.12%	7	0.64%	16	1.46%	46	4.21%
УИК №1835	1835	2112	2500	0	1322	10	1168	10	1322	20	1312	0	0	9	12	0.90%	127	9.53%	58	4.35%	1010	75.83%	47	3.53%	6	0.45%	15	1.13%	37	2.78%
УИК №1836	1836	2228	2000	0	1293	11	696	11	1290	12	1289	0	0	9	13	0.99%	126	9.68%	60	4.61%	987	75.86%	36	2.77%	9	0.69%	17	1.31%	41	3.15%
УИК №1837	1837	2093	2000	0	1261	14	725	14	1261	11	1264	0	0	9	10	0.78%	129	10.12%	49	3.84%	972	76.24%	43	3.37%	9	0.71%	19	1.49%	33	2.59%
УИК №1838	1838	2582	2500	0	1492	23	985	23	1484	17	1490	0	0	9	15	0.99%	137	9.09%	49	3.25%	1138	75.51%	70	4.64%	9	0.60%	28	1.86%	44	2.92%
УИК №1839	1839	2328	2100	0	1445	23	632	23	1443	10	1456	0	0	9	12	0.82%	133	9.07%	24	1.64%	1174	80.08%	47	3.21%	6	0.41%	14	0.95%	46	3.14%
УИК №1840	1840	2062	2000	0	1492	19	489	19	1492	13	1498	0	0	9	12	0.79%	132	8.74%	70	4.63%	1163	76.97%	58	3.84%	11	0.73%	11	0.73%	41	2.71%
УИК №1841	1841	1829	2000	0	1176	25	799	25	1176	6	1195	0	0	9	15	1.25%	95	7.91%	37	3.08%	921	76.69%	56	4.66%	3	0.25%	21	1.75%	47	3.91%
УИК №1842	1842	1451	1500	0	872	19	609	19	871	10	880	0	0	9	5	0.56%	91	10.22%	37	4.16%	669	75.17%	32	3.60%	4	0.45%	12	1.35%	30	3.37%
УИК №1843	1843	2013	2000	0	1239	14	747	14	1235	11	1238	0	0	9	10	0.80%	128	10.25%	40	3.20%	864	69.18%	89	7.13%	4	0.32%	33	2.64%	70	5.60%
УИК №1844	1844	2057	2000	0	1371	30	599	30	1365	19	1376	0	0	9	9	0.65%	117	8.39%	37	2.65%	1065	76.34%	66	4.73%	8	0.57%	23	1.65%	51	3.66%
УИК №199	199	1830	2000	0	1201	32	767	32	1198	17	1213	0	0	10	9	0.73%	79	6.42%	53	4.31%	990	80.49%	35	2.85%	6	0.49%	13	1.06%	28	2.28%
УИК №200	200	2026	2000	0	1279	29	692	29	1279	18	1290	0	0	10	14	1.07%	111	8.49%	68	5.20%	1006	76.91%	37	2.83%	9	0.69%	15	1.15%	30	2.29%
УИК №201	201	1486	1500	0	1011	29	460	29	1011	11	1029	0	0	10	8	0.77%	98	9.42%	68	6.54%	781	75.10%	34	3.27%	10	0.96%	9	0.87%	21	2.02%
УИК №202	202	1647	1500	0	1056	25	419	25	1056	13	1068	0	0	10	7	0.65%	85	7.86%	55	5.09%	850	78.63%	34	3.15%	12	1.11%	11	1.02%	14	1.30%
УИК №203	203	719	800	0	547	2	251	2	547	5	544	0	0	10	4	0.73%	46	8.38%	22	4.01%	427	77.78%	24	4.37%	2	0.36%	8	1.46%	11	2.00%
УИК №204	204	1858	1500	0	1108	26	366	26	1108	12	1122	0	0	10	7	0.62%	101	8.91%	52	4.59%	871	76.81%	43	3.79%	9	0.79%	13	1.15%	26	2.29%
УИК №205	205	1857	2000	0	1239	66	693	66	1239	15	1290	2	0	10	12	0.92%	123	9.43%	50	3.83%	985	75.48%	48	3.68%	10	0.77%	17	1.30%	45	3.45%
УИК №206	206	1708	2000	0	1144	27	829	27	1144	19	1152	0	0	10	10	0.85%	99	8.45%	67	5.72%	852	72.76%	47	4.01%	13	1.11%	23	1.96%	41	3.50%
УИК №207	207	1336	1000	0	861	21	118	21	861	16	866	0	0	10	7	0.79%	73	8.28%	29	3.29%	656	74.38%	44	4.99%	6	0.68%	15	1.70%	36	4.08%
УИК №208	208	2515	2000	0	1455	33	512	33	1455	13	1475	0	0	10	11	0.74%	131	8.80%	52	3.49%	1116	75.00%	69	4.64%	11	0.74%	28	1.88%	57	3.83%
УИК №209	209	1834	2000	0	1211	44	745	44	1209	20	1233	0	0	10	17	1.36%	97	7.74%	46	3.67%	969	77.33%	42	3.35%	8	0.64%	13	1.04%	41	3.27%
УИК №210	210	1934	2000	0	1350	48	602	48	1350	14	1384	0	0	10	14	1.00%	118	8.44%	75	5.36%	1031	73.75%	62	4.43%	15	1.07%	27	1.93%	42	3.00%
УИК №211	211	2200	2000	0	1394	45	561	45	1394	10	1429	0	0	10	13	0.90%	121	8.41%	61	4.24%	1088	75.61%	65	4.52%	4	0.28%	30	2.08%	47	3.27%
УИК №212	212	2061	2000	0	1410	45	545	45	1406	22	1429	0	0	10	23	1.59%	125	8.61%	52	3.58%	1081	74.50%	63	4.34%	3	0.21%	20	1.38%	62	4.27%
УИК №213	213	2040	2000	0	1453	44	503	44	1453	19	1478	0	0	10	12	0.80%	115	7.68%	68	4.54%	1136	75.89%	69	4.61%	15	1.00%	19	1.27%	44	2.94%
УИК №214	214	2077	2000	0	1432	47	510	47	1432	13	1466	11	0	10	17	1.15%	130	8.79%	60	4.06%	1113	75.25%	62	4.19%	8	0.54%	20	1.35%	56	3.79%
УИК №215	215	2424	2000	0	1448	32	520	32	1445	28	1449	0	0	10	12	0.81%	143	9.68%	64	4.33%	1090	73.80%	52	3.52%	12	0.81%	34	2.30%	42	2.84%
УИК №216	216	1801	1500	0	1105	28	367	27	1105	20	1112	0	0	10	5	0.44%	100	8.83%	41	3.62%	855	75.53%	47	4.15%	7	0.62%	19	1.68%	38	3.36%
УИК №217	217	2149	2000	0	1248	42	710	42	1247	59	1230	0	0	10	13	1.01%	106	8.22%	57	4.42%	952	73.86%	41	3.18%	11	0.85%	16	1.24%	34	2.64%
УИК №218	218	2088	2000	0	1301	28	671	28	1301	17	1312	0	0	10	8	0.60%	113	8.50%	59	4.44%	1019	76.67%	51	3.84%	13	0.98%	18	1.35%	31	2.33%
УИК №219	219	2145	2000	0	1109	32	859	32	1106	11	1127	0	0	10	9	0.79%	82	7.21%	38	3.34%	885	77.77%	46	4.04%	4	0.35%	21	1.85%	42	3.69%
УИК №220	220	1852	2000	0	1262	42	696	42	1262	19	1285	0	0	10	12	0.92%	112	8.59%	65	4.98%	994	76.23%	40	3.07%	7	0.54%	16	1.23%	39	2.99%
УИК №221	221	1585	1500	0	956	19	525	19	954	13	960	0	0	10	5	0.51%	77	7.91%	35	3.60%	784	80.58%	28	2.88%	4	0.41%	9	0.92%	18	1.85%
УИК №222	222	2173	2000	0	1389	25	586	25	1388	16	1397	0	0	10	11	0.78%	125	8.85%	72	5.10%	1063	75.23%	54	3.82%	12	0.85%	16	1.13%	44	3.11%
УИК №223	223	1554	1500	0	963	19	518	19	963	14	968	0	0	10	10	1.02%	107	10.90%	35	3.56%	727	74.03%	38	3.87%	5	0.51%	18	1.83%	28	2.85%
УИК №224	224	1524	1500	0	887	32	581	32	887	10	909	0	0	10	14	1.52%	61	6.64%	34	3.70%	737	80.20%	38	4.13%	3	0.33%	6	0.65%	16	1.74%
УИК №225	225	1804	1500	0	1257	41	202	41	1254	19	1276	0	0	10	14	1.08%	120	9.27%	72	5.56%	938	72.43%	51	3.94%	15	1.16%	28	2.16%	38	2.93%
УИК №226	226	1985	2000	0	1279	42	679	42	1279	16	1305	0	0	10	19	1.44%	118	8.93%	61	4.62%	1015	76.84%	43	3.26%	8	0.61%	12	0.91%	29	2.20%
УИК №227	227	2145	2000	0	1225	47	728	47	1222	14	1255	0	0	10	4	0.32%	102	8.04%	63	4.96%	976	76.91%	46	3.62%	13	1.02%	14	1.10%	37	2.92%
УИК №228	228	1823	2000	0	1232	23	745	23	1232	21	1234	0	0	10	19	1.51%	104	8.29%	48	3.82%	930	74.10%	70	5.58%	9	0.72%	23	1.83%	31	2.47%
УИК №229	229	2051	2000	0	1388	50	562	50	1374	12	1412	0	0	10	13	0.91%	110	7.72%	69	4.85%	1087	76.33%	62	4.35%	11	0.77%	17	1.19%	43	3.02%
УИК №230	230	1486	1500	0	901	22	577	22	901	9	914	0	0	10	8	0.87%	82	8.88%	39	4.23%	693	75.08%	38	4.12%	7	0.76%	18	1.95%	29	3.14%
УИК №231	231	1503	1500	0	1113	25	362	25	1113	16	1122	0	0	10	12	1.05%	108	9.49%	47	4.13%	825	72.50%	62	5.45%	2	0.18%	20	1.76%	46	4.04%
УИК №232	232	2113	2000	0	1412	45	543	45	1409	20	1434	0	0	10	12	0.83%	130	8.94%	62	4.26%	1061	72.97%	66	4.54%	13	0.89%	31	2.13%	59	4.06%
УИК №233	233	1690	2000	0	1174	17	807	17	1174	7	1184	2	0	10	6	0.50%	101	8.48%	59	4.95%	916	76.91%	45	3.78%	0	0.00%	18	1.51%	39	3.27%
УИК №234	234	1775	2000	0	1080	20	900	20	1079	11	1088	0	0	10	14	1.27%	107	9.74%	57	5.19%	808	73.52%	50	4.55%	6	0.55%	16	1.46%	30	2.73%
УИК №235	235	2047	2000	0	1415	43	542	43	1415	27	1431	0	0	10	15	1.03%	107	7.34%	69	4.73%	1118	76.68%	60	4.12%	9	0.62%	25	1.71%	28	1.92%
УИК №236	236	1841	1500	0	1258	27	215	27	1258	18	1267	0	0	10	9	0.70%	109	8.48%	59	4.59%	977	76.03%	49	3.81%	9	0.70%	21	1.63%	34	2.65%
УИК №237	237	1699	1500	0	1228	46	226	46	1225	15	1256	0	0	10	9	0.71%	118	9.28%	52	4.09%	966	76.00%	49	3.86%	10	0.79%	21	1.65%	31	2.44%
УИК №238	238	1486	1500	0	1019	35	446	35	1019	8	1046	0	0	10	16	1.52%	99	9.39%	41	3.89%	809	76.76%	31	2.94%	7	0.66%	12	1.14%	31	2.94%
УИК №239	239	2293	2500	0	1483	21	996	21	1483	21	1483	0	0	10	20	1.33%	123	8.18%	49	3.26%	1133	75.33%	62	4.12%	10	0.66%	36	2.39%	50	3.32%
УИК №240	240	1609	1500	0	1043	26	430	26	1016	16	1026	1	0	10	7	0.67%	108	10.36%	48	4.61%	789	75.72%	43	4.13%	5	0.48%	10	0.96%	16	1.54%
УИК №241	241	1813	1500	0	1146	30	324	30	1141	9	1162	0	0	10	13	1.11%	118	10.08%	48	4.10%	838	71.56%	65	5.55%	4	0.34%	19	1.62%	57	4.87%
УИК №242	242	1710	1500	0	1159	18	323	18	1158	22	1154	0	0	10	10	0.85%	114	9.69%	53	4.51%	855	72.70%	54	4.59%	9	0.77%	23	1.96%	36	3.06%
УИК №243	243	1975	2000	0	1264	27	709	27	1261	16	1272	0	0	10	10	0.78%	133	10.33%	49	3.80%	956	74.22%	57	4.43%	4	0.31%	31	2.41%	32	2.48%
УИК №244	244	1840	2000	0	1297	47	643	47	1297	21	1323	13	0	10	14	1.04%	108	8.04%	44	3.27%	1019	75.82%	57	4.24%	9	0.67%	24	1.79%	48	3.57%
УИК №414	414	2037	1750	0	1504	15	231	15	1499	23	1491	0	0	11	13	0.86%	212	14.00%	57	3.76%	1004	66.31%	114	7.53%	9	0.59%	24	1.59%	58	3.83%
УИК №415	415	1667	1500	0	1028	35	437	35	1028	15	1048	0	0	11	7	0.66%	106	9.97%	28	2.63%	771	72.53%	59	5.55%	9	0.85%	13	1.22%	55	5.17%
УИК №416	416	2572	2500	0	1694	23	783	23	1671	12	1682	0	0	11	21	1.24%	139	8.21%	67	3.96%	1288	76.03%	69	4.07%	14	0.83%	17	1.00%	67	3.96%
УИК №417	417	2631	2500	0	1610	34	856	34	1610	15	1629	0	0	11	10	0.61%	175	10.64%	81	4.93%	1206	73.36%	73	4.44%	9	0.55%	15	0.91%	60	3.65%
УИК №418	418	1985	1500	0	1365	20	115	20	1363	13	1370	0	0	11	10	0.72%	127	9.18%	49	3.54%	1027	74.26%	63	4.56%	12	0.87%	23	1.66%	59	4.27%
УИК №419	419	1683	1500	0	977	28	495	28	976	10	994	0	0	11	7	0.70%	117	11.65%	38	3.78%	705	70.22%	52	5.18%	11	1.10%	27	2.69%	37	3.69%
УИК №420	420	2092	2000	0	1506	29	465	29	1506	11	1524	0	0	11	12	0.78%	135	8.79%	36	2.35%	1178	76.74%	63	4.10%	6	0.39%	22	1.43%	72	4.69%
УИК №421	421	2843	2000	0	1527	25	448	25	1527	15	1537	0	0	11	10	0.64%	155	9.99%	40	2.58%	1114	71.78%	117	7.54%	6	0.39%	33	2.13%	62	3.99%
УИК №422	422	2135	2000	0	1510	20	470	20	1509	12	1517	0	0	11	9	0.59%	156	10.20%	53	3.47%	1161	75.93%	51	3.34%	7	0.46%	18	1.18%	62	4.05%
УИК №423	423	1879	2000	0	1285	28	687	28	1285	14	1299	0	0	11	12	0.91%	134	10.21%	85	6.47%	920	70.07%	62	4.72%	11	0.84%	16	1.22%	59	4.49%
УИК №424	424	2139	2000	0	1359	40	601	40	1354	13	1381	0	0	11	13	0.93%	125	8.97%	48	3.44%	1047	75.11%	65	4.66%	8	0.57%	32	2.30%	43	3.08%
УИК №425	425	1978	2000	0	1356	33	611	33	1355	23	1365	0	0	11	14	1.01%	128	9.22%	50	3.60%	1047	75.43%	58	4.18%	14	1.01%	19	1.37%	35	2.52%
УИК №426	426	2129	2000	0	1534	30	436	30	1534	17	1547	0	0	11	12	0.77%	126	8.06%	54	3.45%	1196	76.47%	64	4.09%	11	0.70%	24	1.53%	60	3.84%
УИК №427	427	2053	2000	0	1446	36	518	36	1446	11	1471	0	0	11	14	0.94%	120	8.10%	55	3.71%	1141	76.99%	45	3.04%	9	0.61%	27	1.82%	60	4.05%
УИК №428	428	1940	2000	0	1278	72	650	72	1275	14	1333	0	0	11	12	0.89%	95	7.05%	54	4.01%	1047	77.73%	56	4.16%	9	0.67%	15	1.11%	45	3.34%
УИК №429	429	1834	1500	0	1292	26	182	26	1269	30	1265	0	0	11	14	1.08%	97	7.49%	45	3.47%	950	73.36%	64	4.94%	16	1.24%	17	1.31%	62	4.79%
УИК №430	430	2019	2000	0	1468	34	498	34	1451	12	1473	0	0	11	19	1.28%	124	8.35%	49	3.30%	1109	74.68%	71	4.78%	8	0.54%	37	2.49%	56	3.77%
УИК №431	431	1717	1750	0	1340	33	377	33	1316	13	1336	0	0	11	9	0.67%	132	9.79%	47	3.48%	1032	76.50%	50	3.71%	8	0.59%	18	1.33%	40	2.97%
УИК №432	432	1726	1500	0	1305	28	167	28	1305	22	1311	0	0	11	10	0.75%	116	8.70%	53	3.98%	957	71.79%	94	7.05%	4	0.30%	26	1.95%	51	3.83%
УИК №433	433	1926	2000	0	1079	32	889	32	1078	15	1095	0	0	11	12	1.08%	111	10.00%	41	3.69%	766	69.01%	73	6.58%	11	0.99%	22	1.98%	59	5.32%
